Category,School,Address,url,longitude,latitude
私立,まつえ幼稚園（幼）,和歌山県和歌山市松江中３丁目１－３５,https://www.gaccom.jp/kindergarten-9871.html,34.2480292,135.1334095
私立,和歌山ひかり幼稚園（幼）,和歌山県和歌山市関戸1-2-30,https://www.gaccom.jp/kindergarten-9873.html,34.201037,135.1684402
私立,ナザレ幼稚園,和歌山県和歌山市堀止西２－４－９,https://www.gaccom.jp/kindergarten-9874.html,34.2124739,135.1676724
私立,鷺森幼稚園,和歌山県和歌山市鷺森１番地,https://www.gaccom.jp/kindergarten-9875.html,34.2365334,135.1707499
私立,たから幼稚園（幼）,和歌山県和歌山市塩屋2丁目1-15,https://www.gaccom.jp/kindergarten-9876.html,34.2014373,135.1750769
私立,名草幼稚園（幼）,和歌山県和歌山市紀三井寺５２０,https://www.gaccom.jp/kindergarten-9886.html,34.1754811,135.1894768
私立,たちばな幼稚園,和歌山県和歌山市西８１９,https://www.gaccom.jp/kindergarten-9887.html,34.2084813,135.2191258
私立,安原幼稚園,和歌山県和歌山市松原２１２,https://www.gaccom.jp/kindergarten-9888.html,34.190802,135.2322373
私立,つくし幼保園（幼）,和歌山県和歌山市吉礼486-1,https://www.gaccom.jp/kindergarten-9897.html,34.2018112,135.2405769
私立,片男波こども園（幼）,和歌山県和歌山市和歌浦南2-11-8,https://www.gaccom.jp/kindergarten-99141.html,34.1867775,135.1687875
私立,ようすい子ども園（幼）,和歌山県和歌山市西浜1218-3,https://www.gaccom.jp/kindergarten-99142.html,34.1951881,135.1546587
私立,さつきこども園（幼）,和歌山県和歌山市中島70-8,https://www.gaccom.jp/kindergarten-99143.html,34.2123531,135.1887592
私立,広瀬幼保園（幼）,和歌山県和歌山市片岡町１－２,https://www.gaccom.jp/kindergarten-99144.html,34.2242831,135.1747474
私立,新堀こども園（幼）,和歌山県和歌山市新堀東２－１－２５,https://www.gaccom.jp/kindergarten-99145.html,34.2143215,135.1757713
私立,まことなるたきこども園（幼）,和歌山県和歌山市園部３８１,https://www.gaccom.jp/kindergarten-99146.html,34.2683731,135.1889948
私立,むつみこども園（幼）,和歌山県和歌山市砂山南３丁目２－２１,https://www.gaccom.jp/kindergarten-99149.html,34.2157081,135.1607862
私立,しょうぶこども園（幼）,和歌山県和歌山市吉礼53番地の6,https://www.gaccom.jp/kindergarten-99150.html,34.2022843,135.235596
私立,ひまわりこども園（幼）,和歌山県和歌山市有本431番地,https://www.gaccom.jp/kindergarten-99151.html,34.2510533,135.1982344
私立,第２ひまわりこども園,和歌山県和歌山市栄谷５８番地の2,https://www.gaccom.jp/kindergarten-99152.html,34.2551921,135.1567391
私立,こひつじこども園（幼）,和歌山県和歌山市木ノ本1230番地の2,https://www.gaccom.jp/kindergarten-99153.html,34.26467,135.1225314
私立,木ノ本こども園（幼）,和歌山県和歌山市木ノ本３００－１,https://www.gaccom.jp/kindergarten-99154.html,34.2583013,135.1263352
私立,じろうまるこども園（幼）,和歌山県和歌山市次郎丸１０７番地の１,https://www.gaccom.jp/kindergarten-99157.html,34.2546956,135.14736
私立,かんどりこども園（幼）,和歌山県和歌山市平井４６６－１,https://www.gaccom.jp/kindergarten-99158.html,34.2628422,135.1654231
私立,とうようこども園（幼）,和歌山県和歌山市宇田森６７,https://www.gaccom.jp/kindergarten-99160.html,34.260949,135.2466192
私立,山口こども園（幼）,和歌山県和歌山市谷２,https://www.gaccom.jp/kindergarten-99161.html,34.269993,135.2661457
私立,ほしや子ども園（幼）,和歌山県和歌山市布施屋３－１,https://www.gaccom.jp/kindergarten-102046.html,34.2422108,135.2596907
私立,すみれこども園（幼）,和歌山県和歌山市木ノ本３２１－２,https://www.gaccom.jp/kindergarten-102047.html,34.2578265,135.128149
私立,まことこども園（幼）,和歌山県和歌山市つつじヶ丘４丁目３－２,https://www.gaccom.jp/kindergarten-103746.html,34.2677962,135.1019015
