習い事_教室名,習い事_住所,習い事_アクセス,習い事_対象学年,習い事_備考,習い事_URL,習い事_経度,習い事_緯度,習い事_ジャンル_バレエ,習い事_ジャンル_音楽教室,習い事_ジャンル_バスケットボール,習い事_ジャンル_書道・習字,習い事_ジャンル_スイミング・水泳,習い事_ジャンル_柔道,習い事_ジャンル_英語・英会話,習い事_ジャンル_ピアノ,習い事_ジャンル_ダンス,習い事_ジャンル_野球・ソフトボール,習い事_ジャンル_幼児教室,習い事_ジャンル_合気道,習い事_ジャンル_サッカー・フットサル,習い事_ジャンル_テニス,習い事_ジャンル_新体操,習い事_ジャンル_学習塾,習い事_ジャンル_運動・体操,習い事_ジャンル_剣道,習い事_ジャンル_絵画・造形,習い事_ジャンル_空手・拳法,習い事_ジャンル_ラグビー
α特進塾和歌山本部教室,和歌山県和歌山市相坂５９７－１,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032802,34.2006744,135.2259135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
勝商塾千旦団地前教室,和歌山県和歌山市禰宜１５８９,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032546,34.243114,135.2448729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
河合塾マナビス／和歌山駅前校,和歌山県和歌山市太田１丁目１４－１１,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032627,34.2317454,135.1927781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
進学教室ネクスト／高積校,和歌山県和歌山市東田中１７－３,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032800,34.2413914,135.2855656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
進学予備校学錬館,和歌山県和歌山市太田３丁目６－９,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032654,34.2311746,135.1969089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
株式会社ＫＥＧキャリア・アカデミー,和歌山県和歌山市友田町２丁目１４５,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032796,34.2319133,135.1854626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
EQWELチャイルドアカデミー紀三井寺教室,和歌山県和歌山市布引618-1,,,,https://sp-sukusuku.jp/kyoushitsu/s18000124005,34.1734058,135.1864196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ＥＣＯゼミナール,和歌山県和歌山市杭ノ瀬１１１－１,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032631,34.2134239,135.1917847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
和歌山YMCA,和歌山県和歌山市太田１丁目12-13,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123641,34.2315944,135.193656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
能開センター／和歌山校／高校部,和歌山県和歌山市黒田１丁目４－１６,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032858,34.2334225,135.1926427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
教育センター和歌山,和歌山県和歌山市美園町５丁目１２－２,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032834,34.2313604,135.191009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
尾﨑学習塾,和歌山県和歌山市六十谷９８６,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032912,34.2639278,135.2020463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ウィル（ＷＩＬＬ）総合学習塾紀三井寺校,和歌山県和歌山市紀三井寺５１９－１,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032575,34.1752628,135.1890999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研 本町教室,和歌山県和歌山市西釘貫丁3丁目13-1グランドハイツ本町5,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123779,34.2400481,135.1728158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研 パーム教室,和歌山県和歌山市中野1-43,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123848,34.2583682,135.1410639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
スクールＩＥ,和歌山県和歌山市手平５丁目１－１５,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032579,34.2158606,135.1867061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
有限会社ピアノアンドフォルテ,和歌山県和歌山市鳴神４００－６,,,,https://sp-sukusuku.jp/kyoushitsu/s18000048821,34.2302035,135.2171768,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
標準関西和歌山校,和歌山県和歌山市九番丁１０,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032670,34.2313417,135.17147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ヤマハ音楽教室 古屋センター,和歌山県和歌山市古屋171-1本田ビル2F,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123914,34.2535619,135.1219441,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ＧＥＳ／西庄校,和歌山県和歌山市西庄３３７－２,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032908,34.2573178,135.1159498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ジーニアス英数塾,和歌山県和歌山市内原８４６,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032909,34.1729024,135.1950982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研 イング藤戸台教室,和歌山県和歌山市栄谷976-134紀州ソロバン内,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123858,34.2720413,135.1543272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研 杭ノ瀬教室,和歌山県和歌山市杭ノ瀬134-6,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123817,34.2100633,135.1923429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研 田尻教室,和歌山県和歌山市田尻429,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123794,34.2041554,135.1960521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
明光義塾 和歌山駅前教室,和歌山県和歌山市太田1-11-13,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123646,34.2315765,135.1930524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
セルモ 和歌山本部教室,和歌山県和歌山市新高町9-19,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123958,34.2024747,135.1662532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ヤマハ音楽教室 小倉センタ-,和歌山県和歌山市大垣内44,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123910,34.2448961,135.279445,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
能開センター 和歌山校(中学部),和歌山県和歌山市黒田1-4-16能開ビル5F,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123655,34.2360156,135.1995303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
個別指導Axis 和歌山校,和歌山県和歌山市黒田1-4-16能開ビル4F,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123732,34.2360156,135.1995303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
少林寺拳法和歌山北道院,和歌山県和歌山市北野１２９－４,,,,https://sp-sukusuku.jp/kyoushitsu/s18000002739,34.2653371,135.2498779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
学研 内原教室,和歌山県和歌山市内原888-15,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123791,34.1726987,135.1933451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
進学教室ネクスト／こぐま会高松教室,和歌山県和歌山市堀止南ノ丁４－２４,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032859,34.2117415,135.1707344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
日本空手協会 和歌山支部,和歌山県和歌山市栄谷,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123666,34.2303678,135.1707405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
パルポート／太田,和歌山県和歌山市太田２丁目２－１０,,,,https://sp-sukusuku.jp/kyoushitsu/s18000051126,34.2295432,135.1961436,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ＧＥＳ／明和校,和歌山県和歌山市内原９２５－１,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032647,34.1711912,135.1920617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
セレッソ大阪サッカースクール<和歌山北校・和歌山校>,和歌山県和歌山市中之島1495中ノ島公園グラウンド,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123956,34.2394888,135.1871633,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
個別指導Ｗａｍ／西脇校,和歌山県和歌山市西庄３８９－１－１０２,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032640,34.2588923,135.112498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
京進スクール・ワン 榎原教室,和歌山県和歌山市榎原80-1,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123761,34.25509040000001,135.1348138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
サウンドポケット,和歌山県和歌山市塩屋５丁目５－４３,,,,https://sp-sukusuku.jp/kyoushitsu/s18000048839,34.1990851,135.1789731,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
練心館学習塾,和歌山県和歌山市紀三井寺７３６－１１,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032864,34.1879672,135.1854836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
明光義塾 和大前駅前教室,和歌山県和歌山市中573-19ふじと台ステーションビル4,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123642,34.2762025,135.1472121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ブレインズ小学受験会,和歌山県和歌山市六十谷７４９,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032652,34.2622459,135.2023485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
合気道六十谷道場,和歌山県和歌山市六十谷４９２－５,,,,https://sp-sukusuku.jp/kyoushitsu/s18000002279,34.2650929,135.2057477,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ギャリー・ナコウ英会話教室,和歌山県和歌山市川辺１７２－３,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032622,34.2577084,135.2638535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
スタッド 松島教室,和歌山県和歌山市松島254-21,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123967,34.2407978,135.210834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
セルモ和歌山本部校,和歌山県和歌山市新高町９－１８,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032890,34.2023645,135.1662267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
江川珠算塾,和歌山県和歌山市古屋５７－１２,,,,https://sp-sukusuku.jp/kyoushitsu/s18000056897,34.2573214,135.1207223,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
能開センター 紀ノ川北校,和歌山県和歌山市向153-1スクウェア延時ビル,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123662,34.2582393,135.1439508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
能開センター／個別指導Ａｘｉｓ／個別和歌山校,和歌山県和歌山市黒田１丁目４－１６,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032588,34.2334225,135.1926427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研 しかごう教室,和歌山県和歌山市有本371-2,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123852,34.2504387,135.2022054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
すくすく知育教室,和歌山県和歌山市杭ノ瀬157-24,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123971,34.2112127,135.1941354,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
学研 北島教室,和歌山県和歌山市北島331ー3,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123780,34.241597,135.1556096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
個別指導Axis 楠見校,和歌山県和歌山市粟248キューブN,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123735,34.2532573,135.1733478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
こそね教室,和歌山県和歌山市西小二里１丁目３－３５,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032703,34.2055212,135.1636172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ITTO個別指導学院 有本校,和歌山県和歌山市有本8-5,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123993,34.2445002,135.191374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ｂｅｇｉｎ,和歌山県和歌山市松島１２０－２７,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032633,34.2473469,135.2114562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
アップル幼児教室,和歌山県和歌山市友田町２丁目１４５,,,,https://sp-sukusuku.jp/kyoushitsu/s18000053610,34.2319133,135.1854626,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
秀英塾,和歌山県和歌山市園部９７,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032666,34.2688154,135.1914227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研 山口教室,和歌山県和歌山市湯屋谷15-1,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123812,34.2776169,135.2749557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mash art チョークアート教室,和歌山県和歌山市狐島379,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123990,34.244564,135.1516068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ＧＥＳ／ターミナル校２号館,和歌山県和歌山市太田１丁目１３－２１,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032753,34.2318294,135.1935807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
江並塾,和歌山県和歌山市松江中３丁目６－１９,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032743,34.2476983,135.1320943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
紀州学習塾,和歌山県和歌山市上町４６,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032885,34.2295638,135.1623756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研 加納教室,和歌山県和歌山市加納6-23,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123837,34.25132809999999,135.2069315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ナルミ音楽教室バイエル,和歌山県和歌山市本町２丁目１０,,,,https://sp-sukusuku.jp/kyoushitsu/s18000048845,34.2344425,135.1744549,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
イクウェル（ＥＱＷＥＬ）チャイルドアカデミー和歌山北教室,和歌山県和歌山市次郎丸９８－４,,,,https://sp-sukusuku.jp/kyoushitsu/s18000053612,34.2534972,135.1455585,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
極真会館 和歌山支部 和歌浦教室,和歌山県和歌山市和歌浦東1-1-12,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123752,34.1967452,135.1700306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
個別指導Axis 小松原校,和歌山県和歌山市吹上4-1-1アズマハウス吹上ビル,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123739,34.2169155,135.1697564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研 楠見教室,和歌山県和歌山市大谷34-1(カフェ・ド・ベル内),,,,https://sp-sukusuku.jp/kyoushitsu/s18000123789,34.258595,135.180747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
紀州武道塾,和歌山県和歌山市葵町11-21　葵道場、和歌山放送カルチャー,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123763,34.2130067,135.1629563,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
公文式／小雑賀教室,和歌山県和歌山市小雑賀１１０,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032699,34.2038023,135.1815584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ＴＳ進学塾／木ノ本教室,和歌山県和歌山市木ノ本１２２－１,,,,https://sp-sukusuku.jp/kyoushitsu/s18000040957,34.2568754,135.1255346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
和教学院,和歌山県和歌山市新庄３９１,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032710,34.2303678,135.1707405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研教室／和歌山事務局,和歌山県和歌山市太田２丁目１４－１１－２０２,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032567,34.2322227,135.1960704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研 西高松教室,和歌山県和歌山市西高松2丁目11-45,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123804,34.2054339,135.1686961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
開成アカデミー 和歌山駅前校,和歌山県和歌山市美園町5丁目3-1雑村ビル4F,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123862,34.23074709999999,135.1897159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
株式会社喜望ゼミナール本部,和歌山県和歌山市吹屋町５丁目２,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032541,34.2261813,135.1902668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
合気道神武塾道場,和歌山県和歌山市津秦１３８－５,,,,https://sp-sukusuku.jp/kyoushitsu/s18000002275,34.2180934,135.2027631,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
堀川塾,和歌山県和歌山市関戸１丁目４－５７,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032634,34.2017085,135.1677139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
明光義塾和歌山駅前教室,和歌山県和歌山市太田１丁目１１－１３－３Ｆ－Ｄ,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032763,34.2315765,135.1930524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
明星塾／秋月教室,和歌山県和歌山市秋月８５－１３,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032847,34.2345657,135.206077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ＧＥＳ／楠見校,和歌山県和歌山市善明寺３０１,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032694,34.2616086,135.1864684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
喜望ゼミナール知能教育トライアングル,和歌山県和歌山市吹屋町５丁目４０－５,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032719,34.2253685,135.1903821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研 直川小学校前教室,和歌山県和歌山市直川1233-8,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123797,34.2626926,135.2162138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
能開センター／和歌山校／小学部,和歌山県和歌山市太田１丁目９－９,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032607,34.2312643,135.1923391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ヤマハ音楽教室 ふじと台センター,和歌山県和歌山市中573-19エスタシオン東棟2F,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123925,34.2764034,135.1474771,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤマハ音楽教室 六十谷センター,和歌山県和歌山市六十谷748MMKビル3F,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123893,34.2687685,135.2032778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
パルポート／ワカヤマ,和歌山県和歌山市湊御殿１丁目１－１,,,,https://sp-sukusuku.jp/kyoushitsu/s18000051130,34.2230832,135.1581398,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
学研 大浦スマイル教室,和歌山県和歌山市西浜1079-7,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123802,34.1919337,135.1537338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PETERSOX こども将棋教室,和歌山県和歌山市福島28ハウスブルーネ1F,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123988,34.2475763,135.1646562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
大河内珠算会,和歌山県和歌山市大河内５３３－４,,,,https://sp-sukusuku.jp/kyoushitsu/s18000056920,34.1965851,135.2607815,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
和歌山武道館剣道錬成クラブ,和歌山県和歌山市和歌浦西2丁目1-22県立武道館、西浜11,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123637,34.1911832,135.1658992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
山本忠男,和歌山県和歌山市島橋東ノ丁３－２３,,,,https://sp-sukusuku.jp/kyoushitsu/s18000056932,34.2449275,135.1491145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
学研 大新教室,和歌山県和歌山市新堺丁38(田村将棋・囲碁店1階),,,,https://sp-sukusuku.jp/kyoushitsu/s18000123801,34.2341901,135.1793824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研 有功教室,和歌山県和歌山市園部1037-4コーポラスそのべ2-1号,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123776,34.2699868,135.1908075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ムービンハイダンススタジオ,和歌山県和歌山市友田町4-50ゴトウ本店JR和歌山駅前店2階,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123934,34.2321128,135.189303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
田尻学泉会,和歌山県和歌山市田尻２３０－６,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032784,34.2066003,135.1991618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
木上塾大新教室,和歌山県和歌山市岡円福院東ノ丁２５,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032922,34.2339653,135.1828775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
新極真会　和歌山支部　市民体育館道場・紀三井寺道場,和歌山県和歌山市土入市民体育館、紀三井寺739-1、鳴神1,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123684,34.2530282,135.1393587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
智辯進学スクール,和歌山県和歌山市黒田２丁目２－２２,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032572,34.2327793,135.1960704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
個別指導ゴールウェイ,和歌山県和歌山市吉田４６４,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032590,34.2348238,135.1892208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
公文式／秋葉山教室,和歌山県和歌山市秋葉町２７－２６,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032925,34.1996646,135.1695381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
和歌山ラグビースクール,和歌山県和歌山市　紀三井寺運動公園（球技場・陸上競技場）、市,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123640,34.1667273,135.1917964,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
明光義塾 和歌山小松原教室,和歌山県和歌山市小松原6-1-8福寿金庫ビル2F,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123645,34.21638170000001,135.1693542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
八幡台ジュニアサッカークラブ,和歌山県和歌山市西庄　八幡台小学校,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123654,34.2650856,135.1163521,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
藤井計算実務学校,和歌山県和歌山市太田５８６,,,,https://sp-sukusuku.jp/kyoushitsu/s18000056935,34.23156700000001,135.1984469,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ＩＴＴＯ個別指導学院有本校,和歌山県和歌山市有本８－５,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032754,34.2445002,135.191374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bright Child,和歌山県和歌山市,,,,https://sp-sukusuku.jp/kyoushitsu/s18000124012,34.2303678,135.1707405,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
進学塾エッグ広瀬校,和歌山県和歌山市広瀬通丁１丁目２４,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032842,34.2261108,135.1804704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
智辯医学部進学ゼミ,和歌山県和歌山市黒田２丁目２－２２,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032799,34.2327793,135.1960704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研 松ヶ丘教室,和歌山県和歌山市松ヶ丘1丁目7-14,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123810,34.2303678,135.1707405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
学研 安原ふゆの教室,和歌山県和歌山市冬野223-25,,,,https://sp-sukusuku.jp/kyoushitsu/s18000123842,34.1923022,135.2129727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
個別指導Ｗａｍ／河西貴志校／高等部,和歌山県和歌山市土入２１－９,,,,https://sp-sukusuku.jp/kyoushitsu/s18000032866,34.253673,135.1414474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
