Club,Genre,Address,Access,Age,Feature,url,longitude,latitude
ＧＥＳ／ターミナル校,学習塾,和歌山県和歌山市黒田１丁目２－２１,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032919,34.2326855,135.1933444
個別教室のトライ,学習塾,和歌山県和歌山市美園町５丁目２－５,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032895,34.2311484,135.1900023
京阪珠算塾,書道・習字,和歌山県和歌山市久右衛門丁２,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000056924,34.2249812,135.1659213
学研 今福教室,学習塾,和歌山県和歌山市西小二里3丁目1-22田淵そろばん教室内,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123816,34.2076256,135.1635047
能開センター 小松原校,学習塾,和歌山県和歌山市吹上4-1-1アズマハウス吹上ビル,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123659,34.2169155,135.1697564
フォース（ｆｏｒｃｅ）,学習塾,和歌山県和歌山市久右衛門丁１９,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032921,34.2251351,135.1664736
ヤスムラビクトロン,ピアノ,和歌山県和歌山市広瀬通丁１丁目１２,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000048816,34.2265315,135.1802525
ＩＮＧ英数セミナー,学習塾,和歌山県和歌山市島橋西ノ丁４－２,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032789,34.24397769999999,135.1467591
個別指導Ｗａｍ／高積校,学習塾,和歌山県和歌山市新庄９９－７,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000032898,34.2303678,135.1707405
喜望ゼミナールLepton本部校,英語・英会話,和歌山県和歌山市吹屋町5丁目40-5,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123765,34.2253685,135.1903821
河合塾マナビス 和歌山駅前校,学習塾,和歌山県和歌山市太田1-14-11オオトヨビル3階,N/A,N/A,N/A,https://sp-sukusuku.jp/kyoushitsu/s18000123866,34.2317454,135.1927781
